times,best_arm_counter,best_prob_counter,rewards,cumulative_rewards,regrets,cumulative_regrets,completion_time,algorithm
3,116,0.09974111458359058,6.0,13.0,4.134337982305032,17.269656612429394,47.49810338020325,ThompsonSUN_SMC
4,116,0.09974111458359058,6.0,19.0,5.199804895460102,22.469461507889495,238.0785620212555,ThompsonSUN_SMC
5,116,0.09974111458359058,4.0,23.0,4.783882197681913,27.253343705571407,868.2402241230011,ThompsonSUN_SMC
6,116,0.09974111458359058,8.0,31.0,5.261052740542216,32.51439644611362,7112.529533863068,ThompsonSUN_SMC
7,116,0.09974111458359058,5.0,36.0,5.163440403626574,37.677836849740196,2.4408700466156006,ThompsonSUN_SMC
8,116,0.09974111458359058,6.0,42.0,4.6597623211725,42.337599170912696,1.997330904006958,ThompsonSUN_SMC
9,116,0.09974111458359058,8.0,50.0,4.772210064067749,47.109809234980446,2.3598814010620117,ThompsonSUN_SMC
10,116,0.09974111458359058,7.0,57.0,4.373676480207642,51.48348571518809,2.36832332611084,ThompsonSUN_SMC
11,116,0.09974111458359058,5.0,62.0,3.8704094174408112,55.3538951326289,2.459970235824585,ThompsonSUN_SMC
12,116,0.09974111458359058,12.0,74.0,3.381942586032021,58.73583771866092,1.42734694480896,ThompsonSUN_SMC
13,116,0.09974111458359058,3.0,77.0,3.939964499637788,62.675802218298706,1.773543357849121,ThompsonSUN_SMC
14,116,0.09974111458359058,5.0,82.0,1.984417914947207,64.66022013324591,1.9256138801574707,ThompsonSUN_SMC
15,116,0.09974111458359058,10.0,92.0,3.4385959627145355,68.09881609596044,1.726262092590332,ThompsonSUN_SMC
16,116,0.09974111458359058,10.0,102.0,1.8209101204694744,69.91972621642992,1.5910208225250244,ThompsonSUN_SMC
17,116,0.09974111458359058,4.0,106.0,1.5063473426219858,71.4260735590519,1.5961709022521973,ThompsonSUN_SMC
18,116,0.09974111458359058,13.0,119.0,1.8513432655921949,73.27741682464409,1.3527212142944336,ThompsonSUN_SMC
19,116,0.09974111458359058,9.0,128.0,2.8648099394379685,76.14222676408207,1.4363300800323486,ThompsonSUN_SMC
20,116,0.09974111458359058,8.0,136.0,3.679648702396931,79.821875466479,2.279416084289551,ThompsonSUN_SMC
21,116,0.09974111458359058,7.0,143.0,3.5753957255273314,83.39727119200633,2.1321070194244385,ThompsonSUN_SMC
22,116,0.09974111458359058,8.0,151.0,2.0216780578730504,85.41894924987938,2.6218748092651367,ThompsonSUN_SMC
23,116,0.09974111458359058,9.0,160.0,1.7809409606985225,87.19989021057789,2.3236401081085205,ThompsonSUN_SMC
24,116,0.09974111458359058,7.0,167.0,1.2001945161124397,88.40008472669032,2.2754502296447754,ThompsonSUN_SMC
25,116,0.09974111458359058,8.0,175.0,1.1039022074090108,89.50398693409933,3.080193281173706,ThompsonSUN_SMC
26,116,0.09974111458359058,7.0,182.0,1.3083947380700918,90.81238167216942,2.6370301246643066,ThompsonSUN_SMC
27,116,0.09974111458359058,10.0,192.0,1.561882102443256,92.37426377461267,1.9948809146881104,ThompsonSUN_SMC
28,116,0.09974111458359058,5.0,197.0,1.3267303059824231,93.7009940805951,2.185361862182617,ThompsonSUN_SMC
29,116,0.09974111458359058,13.0,210.0,1.1835248305929897,94.88451891118808,1.9490282535552979,ThompsonSUN_SMC
30,116,0.09974111458359058,12.0,222.0,1.2158993593020582,96.10041827049014,2.5036580562591553,ThompsonSUN_SMC
31,116,0.09974111458359058,8.0,230.0,1.3143728930543992,97.41479116354454,2.86103892326355,ThompsonSUN_SMC
32,116,0.09974111458359058,7.0,237.0,1.529884479787834,98.94467564333237,1.7870383262634277,ThompsonSUN_SMC
33,116,0.09974111458359058,7.0,244.0,1.9132721992228683,100.85794784255525,1.6744589805603027,ThompsonSUN_SMC
34,116,0.09974111458359058,6.0,250.0,1.5962639014617925,102.45421174401704,1.7326507568359375,ThompsonSUN_SMC
35,116,0.09974111458359058,5.0,255.0,2.547762459604195,105.00197420362124,1.8967902660369873,ThompsonSUN_SMC
36,116,0.09974111458359058,9.0,264.0,2.570523265619302,107.57249746924055,2.83223819732666,ThompsonSUN_SMC
37,116,0.09974111458359058,5.0,269.0,2.173825264463806,109.74632273370435,3.366708755493164,ThompsonSUN_SMC
38,116,0.09974111458359058,8.0,277.0,3.2105819459103793,112.95690467961472,1.8839709758758545,ThompsonSUN_SMC
39,116,0.09974111458359058,4.0,281.0,3.9590707948461152,116.91597547446084,1.7202253341674805,ThompsonSUN_SMC
